song,artist,20241105,20241029,20241022,20241015,20241008,20241001,20240924,20240917,20240910,20240903,20240827,20240823,20240820,20240813,20240806,20240730,20240723,20240716,20240709,20240702,20240625,20240618,20240616,20240611,20240604,20240521,20240519,20240514,20240507,20240430,20240416,20240414,20240409,20240402,20240325,20240319,20240312,20240310,20240305,20240227,20240220,20240213,20240206,20240204,20240130,20240123,20240116,20240109,20240102,20231219,20231212,20231210,20231205,20231128,20231121,20231114,20231107,20231031,20231024,20231017,20231010,20231003,20230926,20230919,20230912,20230905,20230829,20230822,20230815,20230808,20230801,20230725,20230718,20230711,20230704,20230627,20230620,20230613,20230606,20230530,20230523,20230516,20230509,20230502,20230425,20230418,20230411,20230404,20230328,20230321,20230314,20230307,20230228,20230221,20230214,20230207,20230131,20230124,20230117,20230110,20230103,20221227,20221220,20221213,20221206,20221129,20221122,20221115,20221108,20221101,20221025,20221018,20221011,20221004,20220927,20220920,20220913,20220906,20220830,20220823,20220419
Everybody (Backstreet's Back) (Radio Edit),Backstreet Boys,,13.0,19.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ex's & Oh's,Elle King,,10.0,,,,14.0,,,,,,,,,,,,,,6.0,,,8.0,2.0,,,15.0,,,,,5.0,,,,,3.0,,,,,,,,,,,,,4.0,,,19.0,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,2.0,,,,25.0,21.0,10.0,10.0,3.0,,,,5.0,,14.5,,15.0,14.0,,,,15.5,,13.5,,,14.5,,,14.5,,14.0,,14.5,,14.0,,,16.0,,,
Express Yourself,Madonna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eye of the Tiger,Survivor,,,,,,13.0,,,,,,,,18.0,,,,,,,,,,,,,,25.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,25.0,,25.0,,,,,,,6.0,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,14.5,,14.5,,,,13.5,,13.5,,,17.0,,,,15.0
Fairytale Of New York (feat. Kirsty MacColl),The Pogues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,17.0,13.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,13.0,,,,,,,,,,,,,,,,
Faith,George Michael,,,,,,,,,,,,,,27.0,,,,,,,,,,15.0,,,,,,,,,,,8.0,,,14.0,,,,,,,,,,19.0,,,,,,6.0,,,,,7.0,,7.0,,,,,,,,,15.0,,,,,,8.0,,,,27.0,,10.0,,19.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,
Fast Car,Tracy Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feliz Navidad,José Feliciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,16.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,14.5,13.0,,,,,,,,,,,,,,,,
Float On,Modest Mouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,
Flowers,Miley Cyrus,19.0,,18.0,,,23.0,15.0,13.0,,,21.0,,,,,18.0,,,,23.0,,,,,,,,,,,,,,,,10.0,5.0,15.0,,12.0,16.0,,,4.0,,,23.0,5.0,,,,,,,4.0,,,,,6.0,10.0,8.0,,,,,,,,,,,,,,12.0,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flowers Survive My Man,"Gloria Gaynor, Miley Cyrus, Bruno Mars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Folsom Prison Blues,Johnny Cash,,,,,,,24.0,,2.0,,9.0,2.0,,20.0,,,,2.0,,2.0,,4.0,,,,,,,,,8.0,6.0,16.0,6.0,,,,8.0,14.0,,10.0,,19.0,,1.0,,,,7.0,,,,,,5.0,,,,2.0,14.0,,13.0,,,,,4.0,1.0,5.0,,,,11.0,14.0,,,,3.0,14.0,,13.0,4.0,14.0,10.0,6.0,21.0,,5.0,4.0,11.0,,,9.0,,,27.0,,14.0,,,15.5,14.0,,14.5,,,15.0,14.5,,,,,,,,,17.0,16.0,,,
Freedom! '90 (Edit),George Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday I'm In Love,The Cure,,,,,,,,,,24.0,,5.0,,11.0,,3.0,,,,,,,14.0,,,,,,,,,,,,,7.0,,,,20.0,,3.0,,,,,12.0,,21.0,,,,,,,,,,,,,1.0,,,,,,22.0,6.0,2.0,,,,8.0,28.0,,,4.0,9.0,,22.0,,,,,,,,,,,,,,6.0,,,,14.5,,,,13.5,14.5,13.0,,,,14.5,,,13.5,14.5,,,,,,,14.0,
Fuck Her Gently,Tenacious D,9.0,,27.0,22.0,,21.0,,19.0,,16.0,,,,24.0,,,,23.0,,,,,7.0,,,14.0,17.0,,17.0,,,,,,,,,,,23.0,,14.0,,,,21.0,,,,,20.0,,,,,,14.0,,,,,,,,11.0,,,,,,,,,7.0,14.0,,,,21.0,,,,25.0,,,,,16.0,,,,,,14.5,7.0,14.0,14.0,,,,,,13.5,,,,,,,,,13.5,,,,,17.0,,,14.0,
Fuck You,Cee Lo Green,,,,4.0,,,,,,4.0,,,,,,5.0,,,,,,,,,,,,14.0,19.0,,,,15.0,,,4.0,,22.0,,17.0,,,,,18.0,6.0,,,,13.0,1.0,,16.0,,,,,,16.0,10.0,,,25.0,,,,23.0,,,,9.0,25.0,,,24.0,,,2.0,24.0,9.0,19.0,,,26.0,14.0,24.0,,15.0,18.0,22.0,13.5,,7.0,,,,14.0,14.0,14.5,,15.5,14.0,,,,14.5,15.0,14.5,14.5,,,,14.5,,14.0,,,,13.0,,15.0
Gangsta's Paradise,"Coolio, L.V.",,,,19.0,,8.0,,,,,,,6.0,,25.0,,,,11.0,,,23.0,,,,,,,18.0,21.0,,7.0,,24.0,,13.0,,,,,,,18.0,,,24.0,6.0,,,,,7.0,8.0,26.0,,13.0,,,,9.0,,,,,,18.0,13.0,26.0,18.0,19.0,,23.0,,23.0,,,,,15.0,5.0,,17.0,18.0,,18.0,20.0,15.0,,,29.0,13.5,,,14.5,,13.0,14.0,14.0,,5.0,15.5,14.0,13.5,,,14.5,,,14.5,,,13.5,14.5,13.5,,,,,,,
Ghostbusters,Ray Parker Jr.,,24.0,26.0,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,
Give Peace A Chance,Plastic Ono Band,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0
Grace Kelly,MIKA,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groove Is in the Heart (in G),Deee-Lite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hand in My Pocket,Alanis Morissette,1.0,,,,,,,,,,,9.0,,2.0,,,,,,12.0,,,,9.0,22.0,1.0,2.0,,1.0,,,8.0,,,,,,,,,,,,13.0,4.0,,,,,,,21.0,,,1.0,,,,,3.0,2.0,,1.0,,,,1.0,,,,,3.0,,,,,2.0,7.0,,7.0,4.0,,9.0,,,,,,,2.0,,10.0,,,,,,,,,,,,,,,15.0,,,,,,,,,15.0,17.0,,,,
Happy Birthday To You (in D),Traditional,,15.0,,14.0,17.0,17.0,,15.0,23.0,,17.0,,,16.0,,16.0,12.0,27.0,,26.0,,,,12.0,,,1.0,,,,,9.0,11.0,,,,10.0,17.0,,,,17.0,,,,,,,,,,,,16.0,,21.0,16.0,,,,,27.0,12.0,,17.0,,,9.0,,,,4.0,,,11.0,,,10.0,,,,11.0,,,,23.0,11.0,,,,,,,14.5,,26.0,,14.0,14.5,,15.5,,,,13.0,14.5,15.0,,14.5,13.0,,,,,,15.0,17.0,,,,
Happy Xmas (War is Over),"John Lennon, Yoko Ono",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,,,,,,,,,,
Hate To Say I Told You So,The Hives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,24.0,,,,,,,,,,24.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,16.0,,,
Heartbeats,The Knife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Here Comes the Morning,Ukulele Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,
Heroes (single version),David Bowie,21.0,,,,18.0,,,,,,4.0,28.0,,,26.0,,,,,,19.0,2.0,6.0,7.0,,,,,8.0,,,,,,1.0,,,2.0,,,,,,5.0,11.0,,,22.0,,,,,,,14.0,,,,,,,,,2.0,6.0,,19.0,,,,2.0,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,14.0,,,15.5,,,,,,,,,,,,,,,,,,,,
Hey Jude,The Beatles,,,,,22.0,,,8.0,,,27.0,,26.0,,17.0,,28.0,,,,,,26.0,,,,,28.0,,,,26.0,,,12.0,,,,,,20.0,,24.0,,22.0,9.0,,,,,10.0,,,20.0,11.0,,,,,,12.0,21.0,22.0,,,22.0,,,,,,8.0,,,10.0,,,,,,,14.0,19.0,,12.0,,,,,,,,,,,,,14.0,,,,,13.5,14.5,,,,14.5,14.5,,,,14.5,13.5,,,,,,14.0,
Hey Ya,OutKast,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highway to Hell,AC/DC,,9.0,,27.0,,,,26.0,27.0,,,24.0,,,28.0,,,,,,,,,,,,,,,14.0,,,,28.0,,,,26.0,,,23.0,,,,25.0,27.0,27.0,,12.0,28.0,27.0,,,,28.0,8.0,,,,15.0,27.0,22.0,7.0,28.0,,13.0,,,,26.0,23.0,,19.0,13.0,,,,,,26.0,6.0,13.0,12.0,9.0,,15.0,,,,23.0,13.5,,10.0,,,8.0,14.0,,14.5,24.0,,,,14.5,13.0,14.5,15.0,14.5,14.5,13.0,14.0,,,,,,,,,,
Ho Hey,The Lumineers,,,,,,12.0,1.0,,,1.0,25.0,,,,,,,,,7.0,,,,1.0,,,,,,,4.0,,,,,,,,,21.0,9.0,,17.0,,,,,,,,,5.0,,13.0,2.0,,,,5.0,5.0,,,,15.0,,,2.0,,,,,7.0,,,,,,18.0,26.0,6.0,,,1.0,,11.0,,2.0,,,3.0,,,,,,,14.0,,14.5,16.0,15.5,,,,,14.5,15.0,14.5,,,,,,,,,,16.0,,,
Holding Out for a Hero,Bonnie Tyler,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,27.0,,,,,,,,,,,,,,28.0,,10.0,,,,,,,,,,,,,,,10.0,,19.0,,,18.0,,,,,13.0,,,,,,,,30.0,,18.0,,16.0,,29.0,,25.0,,26.0,,,22.0,,8.0,,,,14.5,,,,,,,,15.0,14.5,,,,,,,,,,,,14.0,
Hot N Cold,Katy Perry,,,,,,,,,3.0,,,,,10.0,2.0,,17.0,,17.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,8.0,,2.0,23.0,25.0,,,3.0,,6.0,,,,,,,,,,1.0,,,,,,,,,,,16.0,,,,25.0,,,2.0,,,,,12.0,,,4.0,,,,,3.0,,,9.0,,,,,,,,,,,14.5,,,,,,,,,,,,16.0,,,
Hotel California,The Eagles,,5.0,22.0,,13.0,,,,,,,18.0,9.0,28.0,,,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,,,,,22.0,,,,26.0,24.0,,,,18.0,,,,,20.0,,,,,,,,,,15.0,,,,,18.0,,9.0,,,,23.0,,,,6.0,,,,,,16.0,,,,,,,,14.0,14.0,14.5,,,14.0,,,,,,,14.5,13.0,,,,,14.0,,17.0,,13.0,,
Hotel Yorba,The White Stripes,2.0,,,,,1.0,,2.0,4.0,5.0,6.0,11.0,1.0,4.0,,4.0,,7.0,,5.0,,3.0,25.0,,7.0,7.0,,,21.0,2.0,,24.0,18.0,,4.0,19.0,,13.0,,5.0,,,5.0,,9.0,,,14.0,1.0,,24.0,19.0,2.0,,,,,,4.0,23.0,,6.0,,,,5.0,,13.0,25.0,16.0,20.0,,6.0,,22.0,,,,,17.0,,,3.0,,,12.0,26.0,11.0,,17.0,13.5,,16.0,,10.0,5.0,14.0,14.0,,4.0,,14.0,13.5,,,14.5,,14.5,14.5,,14.0,,,13.5,,,17.0,,13.0,14.0,
House Of Gold,Twenty One Pilots,25.0,,,,,,,5.0,,,,,2.0,,,,,4.0,,,,,11.0,,,4.0,20.0,,,16.0,,,,,22.0,,,,15.0,,,,15.0,,,22.0,,,,,3.0,,,,,,,,,1.0,,,,,,26.0,,,,17.0,,,7.0,,,,,,,18.0,,,,,7.0,,27.0,,,,,,11.0,,,,,,,7.0,,14.0,13.5,,,,,,14.5,,,,,,,,,,,,
House of the Rising Sun,The Animals,,,,,,,,24.0,,,,,,7.0,,,,,,,,,,24.0,6.0,,,,,,,,,15.0,10.0,,,9.0,,,,,,,,17.0,,13.0,,,,,,,26.0,,15.0,,,,,,15.0,14.0,,,,,,,,,,,27.0,,,,,19.0,14.0,,,,,,,,,,,,,,,,,,,,,14.0,,14.5,,,,,14.5,,,,,,,,,,13.0,,15.0
Hysteria,Muse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,14.0,,,,,,,,,,
I Feel Love,Donna Summer,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Kissed A Girl,Katy Perry,4.0,,,,,,,,,,2.0,,,,,,,,,,4.0,,,,,,,20.0,,20.0,,,,14.0,,,1.0,,,,,,,,13.0,16.0,,23.0,27.0,18.0,,,3.0,21.0,27.0,,4.0,,,26.0,6.0,25.0,,1.0,,,,3.0,,,,,,,,1.0,4.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Love It (feat. Charli XCX),Icona Pop,,,,,,,,,,19.0,,,,,,,,,,,16.0,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,26.0,,,,,,27.0,12.0,,,,27.0,,,,,,,5.0,,,24.0,,19.0,24.0,,13.0,20.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Love Rock 'N Roll,Joan Jett & The Blackhearts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Love You Always Forever,Donna Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Only Want To Be With You,Dusty Springfield,,,,,,,,,,21.0,,13.0,,,,,,12.0,,,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,,,,,17.0,,,,,,,3.0,,,,,,,,10.0,,,,,,,,,,,2.0,9.0,,,12.0,,,,,,,,,22.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Say a Little Prayer,Aretha Franklin,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Think We're Alone Now,Tommy James & The Shondells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,15.0,17.0,,,,
I Want to Break Free,Queen,,,,,20.0,,,,14.0,,,,,15.0,7.0,24.0,,,,,,,,,,,,,,,,,6.0,,,,,,8.0,,,,14.0,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,5.0,,,24.0,,,,,,9.0,,,,,,14.0,,,,,,,,,,,14.5,,14.0,15.0,,,,,
I Will Survive,Gloria Gaynor,,,,12.0,,,27.0,,,,,,3.0,,9.0,,8.0,,10.0,,14.0,,,20.0,,,,24.0,15.0,10.0,,10.0,,27.0,,,,16.0,25.0,,,,3.0,,,,,24.0,,,,,,17.0,,24.0,,,,,,,,13.0,,,,21.0,,,,,,,,,,,27.0,,,,29.0,,,,,,,,,20.0,,,,10.0,14.0,14.0,,,15.5,,,14.5,,14.5,,14.5,,,,,,,14.0,15.0,,16.0,,,15.0
I'm On Fire,Bruce Springsteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm Shipping Up To Boston,Dropkick Murphys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imagine,John Lennon,,,,,,,,9.0,,,,6.0,,,,,5.0,,,,,,,,14.0,,,,,,14.0,,,,,,,,,,,,,,6.0,3.0,,,,,,,,1.0,,,,,,2.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,15.0,14.5,,,,,,,,,,16.0,,,15.0
In Bloom,Nirvana,,6.0,,,,,,,,,13.0,,25.0,,11.0,26.0,,,,,,,,,,9.0,,,,28.0,,,,10.0,,,,,,,18.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,13.0,,24.0,,,,,,,,,,,,,,,,,,,,,,14.5,,15.5,,,,13.0,,,,14.5,,,13.5,,,,,,,,14.0,15.0
In Too Deep,Sum 41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Island In The Sun,Weezer,,,,,,,,,,,,,,,,8.0,,,,,,,5.0,,13.0,13.0,,,,,3.0,,,,,,,,,,15.0,,,,,,,,18.0,5.0,,,,,,,,,,,,,,,,1.0,,,,20.0,,9.0,5.0,,,,,,,,,,7.0,,,,,,,27.0,,,,,,,,,,,,14.0,,,,,15.0,,,,,,,,,,,,,,
Islands in the Stream,"Dolly Parton, Kenny Rogers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It Must Have Been Love,Roxette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I’ve Been Everywhere,Johnny Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Je t'aime... moi non plus,Jane Birkin & Serge Gainsbourg,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy,Pearl Jam,,,,,,,,18.0,,,,,,,,,,,,,,,,,,21.0,,,,,,,7.0,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,14.5,13.0,14.0,,,,,,,,,,
Jingle Bell Rock,Bobby Helms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jolene,Dolly Parton,,,,9.0,21.0,,,,18.0,11.0,,,,19.0,,,22.0,,4.0,18.0,,,,,,,14.0,,24.0,,,,24.0,,,,,,,8.0,21.0,,,,,8.0,,,15.0,,,,,,,,,,,,,,4.0,,,,,,,,8.0,,,9.0,21.0,7.0,10.0,,,,21.0,,16.0,,,,,,,,,2.0,,,,3.0,14.0,,,,15.5,14.0,,,,,15.0,,,,,,14.5,,14.0,15.0,,,13.0,,15.0
Jump in the Line,Harry Belafonte,,,,,,,,,,13.0,22.0,,7.0,,,22.0,,,,,,,,,,,25.0,,,,22.0,,,,,,,,,,,,,23.0,,,2.0,,,,,,,,,,,,,,,17.0,,,,23.0,,20.0,,,,,,,,,,,,,,15.0,,22.0,17.0,,3.0,29.0,10.0,,,,27.0,,,23.0,,14.0,14.5,,15.5,14.0,13.5,,,14.5,,,,,14.0,,,,14.0,15.0,17.0,16.0,,14.0,
Just A Girl,No Doubt,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,7.0,28.0,,21.0,,,,25.0,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,13.0,,15.0,,,,,,,,,15.0,,,,,
Just Can't Get Enough,Depeche Mode,,,,,,,,,,,15.0,,,,,,2.0,,,,,,,,,,,,11.0,,,11.0,,,3.0,,,18.0,,,,20.0,,,,,,,,,,,,,,,,,,,,14.0,,9.0,20.0,,,29.0,28.0,,19.0,19.0,,3.0,,,,,,10.0,,,,,16.0,,16.0,23.0,,12.0,,,,14.5,11.0,,,14.0,14.5,,15.5,14.0,13.5,14.5,13.0,,15.0,14.5,14.5,,14.0,,14.5,,14.0,,17.0,16.0,13.0,,
Karma Chameleon,Culture Club,,,,,,,,,,,,8.0,,26.0,,,,,,,,,16.0,,16.0,11.0,6.0,,,,,,22.0,,,16.0,,4.0,,,,,,,,,,,14.0,,,,12.0,,,19.0,7.0,,,7.0,,,,21.0,,,,,,,,,,,,26.0,,,12.0,25.0,,,,,,,,,,,13.5,,,,,,,,,,15.5,,,,,,,,,,14.0,,,13.5,14.0,,,,,,
Kids,MGMT,14.0,,9.0,,,,,,9.0,,,,,,4.0,,,,,,,,17.0,14.0,,,,,,,,,,,,,,,,,,,,,14.0,,4.0,,,,,,4.0,,,,25.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,14.5,,,,,14.5,,,,,,13.0,,
Kids in America,Kim Wilde,,,,,,18.0,,,,,,,,,,,,,9.0,,,,,5.0,,,,,,,,,23.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,7.0,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiss/Mustang Sally Medley,Prince/The Commitments,,,,,,,,,,,11.0,25.0,,,,,,,,,,,,,,,,21.0,,,,12.0,,,,11.0,,25.0,,,,24.0,,,27.0,,,,,,,,,,,,,,,,,,,27.0,,21.0,7.0,,,27.0,,,,,,,22.0,,,,,,,,26.0,,30.0,,21.0,,,,,,12.0,,14.0,14.0,,,15.5,14.0,,,,,,14.5,,,14.0,13.5,14.5,,,,,,,,
L'italiano,Toto Cutugno,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,16.0,,,,,,8.0,,,,,,,,10.0,,,,,,13.0,,15.0,,7.0,,,,,,,,,,19.0,,,,23.0,,,,,,,,,,,14.5,,,,,,,,,,14.5,,,15.0,,,,14.0,,,,,,,,,,
La Marseillaise (abridged),Rouget de Lisle,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lady Madonna,The Beatles,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,11.0,13.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,13.5,,,14.5,,,,,14.5,,,,,14.5,,,15.0,,,,,,,,,,17.0,,13.0,,15.0
Lambada,Kaoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
